"name","genre","creative.type","production.method","revenue.inf"
"Morning Glory","Comedy","Contemporary Fiction","Live Action",32.897021
"Friday the 13th","Horror","Fantasy","Live Action",39.754601
"Next Friday","Comedy","Contemporary Fiction","Live Action",88.788123
"Down and Out in Beverly Hills","Comedy","Contemporary Fiction","Live Action",134.621163
"21 Grams","Drama","Contemporary Fiction","Live Action",22.193013
"Aliens in the Attic","Adventure","Science Fiction","Live Action",28.12366
"Chain Reaction","Action","Contemporary Fiction","Live Action",38.916164
"Spies Like Us","Comedy","Contemporary Fiction","Live Action",137.708203
"The Last Boy Scout","Action","Contemporary Fiction","Live Action",99.362806
"Scrooged","Comedy","Fantasy","Live Action",121.348109
"The Flintstones in Viva Rock Vegas","Comedy","Kids Fiction","Live Action",54.709927
"Good Luck Chuck","Romantic Comedy","Contemporary Fiction","Live Action",42.600982
"One Day","Drama","Contemporary Fiction","Live Action",14.611894
"Matchstick Men","Comedy","Contemporary Fiction","Live Action",51.182198
"(500) Days of Summer","Romantic Comedy","Contemporary Fiction","Live Action",36.187042
"Chong fan 20 sui","Comedy","Contemporary Fiction","Live Action",0
"Jeepers Creepers","Horror","Contemporary Fiction","Live Action",56.051002
"Must Love Dogs","Romantic Comedy","Contemporary Fiction","Live Action",57.316697
"Far and Away","Drama","Historical Fiction","Live Action",99.463849
"Behind Enemy Lines","Action","Historical Fiction","Live Action",86.736745
"Sliding Doors","Drama","Contemporary Fiction","Live Action",21.207856
"Honey I Blew Up the Kid","Comedy","Science Fiction","Live Action",104.139741
"Jack","Drama","Contemporary Fiction","Live Action",110.989966
"Zathura","Adventure","Fantasy","Animation/Live Action",36.621085
"Invincible","Drama","Dramatization","Live Action",73.869343
"\Doragon bru Z: Fukkatsu no F\\\","Action","Fantasy","Hand Animation",8.008363
"The Ninth Gate","Thriller/Suspense","Fantasy","Live Action",28.966946
"Are We Done Yet?","Comedy","Contemporary Fiction","Live Action",60.380736
"Dave","Comedy","Contemporary Fiction","Live Action",117.948617
"Little Nicky","Comedy","Fantasy","Live Action",61.205859
"Bowling for Columbine","Documentary","Factual","Live Action",30.747823
"Agent Cody Banks","Comedy","Kids Fiction","Live Action",65.995383
"Dragonball Evolution","Adventure","Fantasy","Live Action",10.448865
"Amistad","Drama","Dramatization","Live Action",79.876216
"That's My Boy","Comedy","Contemporary Fiction","Live Action",38.833318
"Inkheart","Adventure","Fantasy","Live Action",19.31062
"My Girl","Comedy","Historical Fiction","Live Action",97.180638
"The Inbetweeners 2","Comedy","Contemporary Fiction","Live Action",0
"Yi dai zong shi","Action","Dramatization","Live Action",6.789644
"Snitch","Thriller/Suspense","Contemporary Fiction","Live Action",44.197777
"Dolphin Tale 2","Drama","Kids Fiction","Live Action",43.05328
"U.S. Marshals","Thriller/Suspense","Contemporary Fiction","Live Action",103.194015
"Heartbreakers","Comedy","Contemporary Fiction","Live Action",59.645901
"The Perfect Guy","Thriller/Suspense","Contemporary Fiction","Live Action",55.82561
"Year One","Comedy","Historical Fiction","Live Action",48.364404
"The Eye","Thriller/Suspense","Fantasy","Live Action",36.625973
"Derailed","Action","Contemporary Fiction","Live Action",47.024761
"The Cannonball Run","Action","Contemporary Fiction","Live Action",173.116618
"Under the Tuscan Sun","Comedy","Contemporary Fiction","Live Action",60.510287
"The Specialist","Action","Contemporary Fiction","Live Action",117.488083
"Sister Act 2 Back in the Habit","Comedy","Contemporary Fiction","Live Action",100.421017
"Milk","Drama","Dramatization","Live Action",36.388299
"Willow","Adventure","Fantasy","Live Action",88.839013
"Smokin' Aces","Comedy","Contemporary Fiction","Live Action",43.386196
"The Blues Brothers","Musical","Contemporary Fiction","Live Action",57.22989
"Prom Night","Horror","Contemporary Fiction","Live Action",51.140173
"The Mist","Horror","Science Fiction","Live Action",31.120589
"The Descent","Thriller/Suspense","Contemporary Fiction","Live Action",33.255676
"Evangelion Shin Gekijban: Kyu","Adventure","Contemporary Fiction","Digital Animation",0
"Crossroads","Drama","Contemporary Fiction","Live Action",53.574721
"Beethoven","Comedy","Contemporary Fiction","Live Action",102.026885
"The Man in the Iron Mask","Adventure","Historical Fiction","Live Action",101.504304
"Into the Wild","Drama","Contemporary Fiction","Live Action",22.263522
"A Civil Action","Drama","Contemporary Fiction","Live Action",93.456876
"Murder by Numbers","Thriller/Suspense","Contemporary Fiction","Live Action",45.919561
"Clueless","Comedy","Contemporary Fiction","Live Action",108.899099
"Good Night, and Good Luck","Drama","Dramatization","Live Action",40.915264
"Remember Me","Drama","Contemporary Fiction","Live Action",20.228281
"Tombstone","Western","Dramatization","Live Action",96.436947
"The Crazies","Horror","Contemporary Fiction","Live Action",41.503725
"The Mothman Prophecies","Thriller/Suspense","Science Fiction","Live Action",50.751152
"Cradle 2 the Grave","Action","Contemporary Fiction","Live Action",48.107002
"Elektra","Action","Super Hero","Live Action",31.871219
"Drumline","Comedy","Contemporary Fiction","Live Action",80.445803
"15 Minutes","Thriller/Suspense","Contemporary Fiction","Live Action",36.046359
"Dragnet","Comedy","Contemporary Fiction","Live Action",120.491942
"Dallas Buyers Club","Drama","Dramatization","Live Action",28.048699
"Boyz n the Hood","Drama","Contemporary Fiction","Live Action",101.350171
"Quartet","Comedy","Contemporary Fiction","Live Action",18.931182
"Frida","Drama","Dramatization","Live Action",36.9972
"The Big Chill","Comedy","Contemporary Fiction","Live Action",146.956727
"Eastern Promises","Thriller/Suspense","Contemporary Fiction","Live Action",20.902208
"Silent Hill: Revelation 3D","Horror","Fantasy","Live Action",18.433151
"Spice World","Comedy","Contemporary Fiction","Live Action",52.196324
"Why Did I Get Married?","Romantic Comedy","Contemporary Fiction","Live Action",67.16016
"Cop Out","Comedy","Contemporary Fiction","Live Action",47.605547
"Woman in Gold","Drama","Contemporary Fiction","Live Action",33.307793
"End of Watch","Thriller/Suspense","Contemporary Fiction","Live Action",43.112891
"The Animal","Comedy","Contemporary Fiction","Live Action",82.461106
"Pay it Forward","Drama","Contemporary Fiction","Live Action",51.994976
"The Aristocats","Musical","Kids Fiction","Hand Animation",300.646391
"The Craft","Thriller/Suspense","Fantasy","Live Action",46.779302
"The Beverly Hillbillies","Comedy","Contemporary Fiction","Live Action",85.520274
"Kicking and Screaming","Comedy","Contemporary Fiction","Live Action",68.658675
"Wild Things","Thriller/Suspense","Contemporary Fiction","Live Action",53.100326
"Open Water","Thriller/Suspense","Contemporary Fiction","Live Action",41.109883
"Lucky Number Slevin","Thriller/Suspense","Contemporary Fiction","Live Action",28.746112
"Out of Time","Thriller/Suspense","Contemporary Fiction","Live Action",57.025153
"Never Been Kissed","Romantic Comedy","Contemporary Fiction","Live Action",91.39321
"The Lizzie McGuire Movie","Comedy","Contemporary Fiction","Live Action",59.232155
"Rugrats Go Wild","Adventure","Kids Fiction","Hand Animation",54.689203
"Great Expectations","Drama","Historical Fiction","Live Action",46.995223
"Definitely, Maybe","Romantic Comedy","Contemporary Fiction","Live Action",37.585318
"Police Academy 2: Their First Assignment","Comedy","Contemporary Fiction","Live Action",130.470715
"We Own the Night","Drama","Contemporary Fiction","Live Action",34.749101
"Yi jiu si er","Drama","Historical Fiction","Live Action",0.223412
"Extremely Loud and Incredibly Close","Drama","Historical Fiction","Live Action",33.489525
"Chariots of Fire","Drama","Dramatization","Live Action",157.600848
"Waking Ned Devine","Comedy","Contemporary Fiction","Live Action",41.795829
"The Giver","Drama","Science Fiction","Live Action",46.194172
"She's the Man","Romantic Comedy","Contemporary Fiction","Live Action",43.048165
"The Motorcycle Diaries","Drama","Dramatization","Live Action",22.541297
"Halloween: H2O","Horror","Contemporary Fiction","Live Action",98.163034
"Analyze That","Comedy","Contemporary Fiction","Live Action",46.052041
"Beaches","Drama","Historical Fiction","Live Action",116.165556
"St. Vincent","Comedy","Contemporary Fiction","Live Action",45.202043
"Predator 2","Action","Science Fiction","Live Action",49.637984
"The Five-Year Engagement","Romantic Comedy","Contemporary Fiction","Live Action",30.178562
"Shi Lian 33 Tian","Romantic Comedy","Contemporary Fiction","Live Action",0
"The Hot Chick","Comedy","Contemporary Fiction","Live Action",50.025841
"Qin ai de","Drama","Contemporary Fiction","Live Action",0
"Driven","Action","Contemporary Fiction","Live Action",48.233782
"National Security","Action","Contemporary Fiction","Live Action",50.371229
"Looney Tunes: Back in Action","Comedy","Kids Fiction","Live Action",29.070031
"The Punisher","Action","Super Hero","Live Action",45.248379
"Doom","Horror","Science Fiction","Live Action",36.602429
"Spanglish","Comedy","Contemporary Fiction","Live Action",56.204039
"No Good Deed","Thriller/Suspense","Contemporary Fiction","Live Action",53.829889
"Varsity Blues","Drama","Contemporary Fiction","Live Action",87.150432
"Domestic Disturbance","Thriller/Suspense","Contemporary Fiction","Live Action",66.834617
"The Verdict","Drama","Contemporary Fiction","Live Action",146.53292
"Edward Scissorhands","Comedy","Fantasy","Live Action",85.175062
"Mickey Blue Eyes","Comedy","Contemporary Fiction","Live Action",55.796169
"The International","Thriller/Suspense","Contemporary Fiction","Live Action",28.402791
"The Three Stooges","Comedy","Contemporary Fiction","Live Action",46.621971
"The Borrowers","Comedy","Fantasy","Live Action",39.903473
"The Messengers","Horror","Fantasy","Live Action",43.035954
"Doc Hollywood","Romantic Comedy","Contemporary Fiction","Live Action",106.826779
"Rookie of the Year","Comedy","Fantasy","Live Action",78.596418
"Stranger Than Fiction","Comedy","Contemporary Fiction","Live Action",51.670613
"Nine","Musical","Contemporary Fiction","Live Action",21.632315
"The Little Prince","Adventure","Kids Fiction","Digital Animation",0
"Bounce","Drama","Contemporary Fiction","Live Action",57.105991
"Throw Momma From the Train","Comedy","Contemporary Fiction","Live Action",112.628469
"Sea of Love","Thriller/Suspense","Contemporary Fiction","Live Action",111.915697
"Madea's Big Happy Family","Drama","Contemporary Fiction","Live Action",56.305174
"Radio","Drama","Dramatization","Live Action",72.545125
"Papillon","Drama","Dramatization","Live Action",251.889709
"Hollywood Adventures","Action","Contemporary Fiction","Live Action",0
"Arachnophobia","Thriller/Suspense","Science Fiction","Live Action",89.360547
"Doubt","Drama","Historical Fiction","Live Action",38.256633
"Pitch Black","Horror","Science Fiction","Live Action",60.927214
"From Paris With Love","Thriller/Suspense","Contemporary Fiction","Live Action",25.54221
"That Awkward Moment","Romantic Comedy","Contemporary Fiction","Live Action",26.707113
"Konferenz der Tiere","Adventure","Kids Fiction","Digital Animation",0
"To the Limit","Documentary","Factual","Live Action",111.180451
"My Cousin Vinny","Comedy","Contemporary Fiction","Live Action",92.695867
"Outrageous Fortune","Comedy","Contemporary Fiction","Live Action",101.851559
"Pooh's Heffalump Movie","Adventure","Kids Fiction","Hand Animation",23.610481
"Message in a Bottle","Drama","Contemporary Fiction","Live Action",86.993637
"Pet Sematary","Horror","Fantasy","Live Action",110.752049
"The Recruit","Thriller/Suspense","Contemporary Fiction","Live Action",73.26831
"Choi-jong-byeong-gi-hwal","Action","Historical Fiction","Live Action",0.042938
"American Gigolo","Drama","Contemporary Fiction","Live Action",22.743674
"The Odd Life of Timothy Green","Drama","Fantasy","Live Action",54.524088
"La Bamba","Drama","Dramatization","Live Action",112.767704
"Untraceable","Thriller/Suspense","Contemporary Fiction","Live Action",33.442502
"Beethoven's 2nd","Comedy","Contemporary Fiction","Live Action",82.707736
"The Roommate","Thriller/Suspense","Contemporary Fiction","Live Action",39.369718
"Tyler Perry's A Madea Christmas","Comedy","Contemporary Fiction","Live Action",54.082763
"Wild","Drama","Dramatization","Live Action",38.513911
"Big Fat Liar","Comedy","Contemporary Fiction","Live Action",68.87786
"An Inconvenient Truth","Documentary","Factual","Live Action",30.43229
"The Boy Next Door","Thriller/Suspense","Contemporary Fiction","Live Action",35.42338
"Unlawful Entry","Thriller/Suspense","Contemporary Fiction","Live Action",105.692635
"Le Petit Nicolas","Comedy","Kids Fiction","Live Action",0.21413
"Ordinary People","Drama","Contemporary Fiction","Live Action",52.302978
"Stand by Me","Drama","Historical Fiction","Live Action",106.850164
"One Hour Photo","Drama","Contemporary Fiction","Live Action",45.518839
"10","Romantic Comedy","Contemporary Fiction","Live Action",52.134699
"South Park: Bigger, Longer & Uncut","Comedy","Contemporary Fiction","Live Action",85.690821
"Tyler Perry's Temptation","Drama","Contemporary Fiction","Live Action",53.509678
"Lawless","Drama","Historical Fiction","Live Action",39.323532
"Sinister 2","Horror","Fantasy","Live Action",27.703608
"Hanging Up","Comedy","Contemporary Fiction","Live Action",55.962389
"I Can Do Bad All By Myself","Comedy","Contemporary Fiction","Live Action",57.735055
"Maximum Risk","Action","Contemporary Fiction","Live Action",26.585991
"Blue Crush","Drama","Contemporary Fiction","Live Action",57.795386
"Amadeus","Drama","Dramatization","Live Action",124.057051
"Daybreakers","Horror","Science Fiction","Live Action",31.932847
"Sicario","Thriller/Suspense","Contemporary Fiction","Live Action",34.720093
"Mortal Kombat: Annihilation","Action","Fantasy","Live Action",65.480954
"RoboCop","Action","Science Fiction","Live Action",109.87402
"Awakenings","Drama","Dramatization","Live Action",102.416475
"Hooper","Action","Contemporary Fiction","Live Action",183.462298
"Fargo","Thriller/Suspense","Contemporary Fiction","Live Action",46.447532
"Bodyguard","Action","Contemporary Fiction","Live Action",1.936165
"Hollywood Homicide","Action","Contemporary Fiction","Live Action",41.93021
"The Family","Black Comedy","Contemporary Fiction","Live Action",38.008655
"The Gift","Thriller/Suspense","Contemporary Fiction","Live Action",43.787265
"Oh, God!","Comedy","Fantasy","Live Action",51.061196
"Las aventuras de Tadeo Jones","Adventure","Kids Fiction","Digital Animation",0
"The Spy Next Door","Comedy","Kids Fiction","Live Action",25.785861
"Enough","Thriller/Suspense","Contemporary Fiction","Live Action",56.439462
"Bull Durham","Drama","Contemporary Fiction","Live Action",73.953595
"College Road Trip","Comedy","Contemporary Fiction","Live Action",53.169814
"Naked Gun 33 1/3: The Final Insult","Comedy","Contemporary Fiction","Live Action",104.266613
"Coco avant Chanel","Drama","Dramatization","Live Action",6.816628
"You Got Served","Drama","Contemporary Fiction","Live Action",54.002671
"Feng Bao","Action","Contemporary Fiction","Live Action",0
"Hable con ella","Drama","Contemporary Fiction","Live Action",12.957463
"August:  Osage County","Black Comedy","Contemporary Fiction","Live Action",38.665064
"Sea Monsters: A Prehistoric Adventure","Documentary","Factual","Live Action",27.74573
"Elizabethtown","Drama","Contemporary Fiction","Live Action",35.044822
"Bonnie and Clyde","Drama","Dramatization","Live Action",353.6325
"Boyhood","Drama","Contemporary Fiction","Live Action",25.974814
"The Deep","Thriller/Suspense","Contemporary Fiction","Live Action",50.681884
"Bride of Chucky","Horror","Fantasy","Live Action",57.767204
"Meet Dave","Comedy","Science Fiction","Live Action",13.759502
"The Crow","Action","Fantasy","Live Action",87.563751
"Mighty Joe Young","Adventure","Science Fiction","Live Action",87.273195
"Notes on a Scandal","Drama","Contemporary Fiction","Live Action",21.34874
"Nowhere to Run","Action","Contemporary Fiction","Live Action",41.589182
"Sneakers","Action","Contemporary Fiction","Live Action",101.974732
"The Texas Chainsaw Massacre: The Beginning","Horror","Historical Fiction","Live Action",50.497574
"Eddie Murphy Raw","Concert/Performance","Factual","Live Action",96.87864
"Diary of a Mad Black Woman","Drama","Contemporary Fiction","Live Action",65.787581
"About Last Night","Romantic Comedy","Contemporary Fiction","Live Action",49.828317
"The Nightmare Before Christmas","Musical","Fantasy","Stop-Motion Animation",99.682515
"The Three Musketeers","Adventure","Historical Fiction","Live Action",101.888588
"Red Tails","Action","Historical Fiction","Live Action",52.445382
"K-PAX","Drama","Science Fiction","Live Action",74.40596
"Team America: World Police","Comedy","Contemporary Fiction","Live Action",44.173721
"Brick Mansions","Action","Science Fiction","Live Action",20.896132
"Natural Born Killers","Black Comedy","Contemporary Fiction","Live Action",103.016554
"Grindhouse","Horror","Fantasy","Live Action",30.452002
"Supercondriaque","Comedy","Contemporary Fiction","Live Action",0
"The Color of Money","Drama","Contemporary Fiction","Live Action",112.305086
"Winnie the Pooh","Adventure","Kids Fiction","Hand Animation",28.173905
"Breakdown","Thriller/Suspense","Contemporary Fiction","Live Action",91.412043
"Rock of Ages","Musical","Contemporary Fiction","Live Action",40.502606
"The Women","Comedy","Contemporary Fiction","Live Action",31.360775
"The Longest Day","Action","Dramatization","Live Action",467.524287
"Sphere","Horror","Science Fiction","Live Action",65.989808
"Fever Pitch","Comedy","Contemporary Fiction","Live Action",54.935231
"The Replacements","Comedy","Contemporary Fiction","Live Action",69.471092
"Absolute Power","Thriller/Suspense","Contemporary Fiction","Live Action",91.189543
"Little Women","Drama","Historical Fiction","Live Action",98.827268
"Reds","Drama","Historical Fiction","Live Action",90.933881
"A Walk in the Clouds","Drama","Historical Fiction","Live Action",96.193581
"Capote","Drama","Dramatization","Live Action",37.071274
"The Hurt Locker","Drama","Contemporary Fiction","Live Action",17.017811
"The Switch","Romantic Comedy","Contemporary Fiction","Live Action",29.447192
"Major League","Comedy","Contemporary Fiction","Live Action",94.487758
"Pleasantville","Comedy","Fantasy","Live Action",72.166743
"The Mighty Ducks","Comedy","Contemporary Fiction","Live Action",100.394852
"Planes, Trains & Automobiles","Comedy","Contemporary Fiction","Live Action",98.654378
"Kokuriko-zaka Kara","Drama","Contemporary Fiction","Hand Animation",1.030422
"Leaving Las Vegas","Drama","Contemporary Fiction","Live Action",60.530292
"Angels in the Outfield","Comedy","Fantasy","Live Action",102.03102
"This Christmas","Drama","Contemporary Fiction","Live Action",59.750601
"Sky Captain and the World of Tomorrow","Adventure","Science Fiction","Animation/Live Action",50.894019
"Ip Man: Legend of the Grand Master","Action","Historical Fiction","Live Action",0.217084
"The Abyss","Action","Science Fiction","Live Action",104.27983
"Drillbit Taylor","Comedy","Contemporary Fiction","Live Action",38.308611
"How Do You Know?","Romantic Comedy","Contemporary Fiction","Live Action",32.022967
"The Ant Bully","Adventure","Kids Fiction","Digital Animation",35.962291
"The Fourth Kind","Thriller/Suspense","Historical Fiction","Live Action",28.441227
"Dark Water","Thriller/Suspense","Fantasy","Live Action",33.262054
"Jonas Brothers: The 3D Concert Experience","Concert/Performance","Factual","Live Action",38.174685
"Oliver & Company","Adventure","Kids Fiction","Hand Animation",101.216376
"A Nightmare on Elm Street 4: The Dream Master","Horror","Fantasy","Live Action",88.693609
"National Lampoon's European Vacation","Comedy","Contemporary Fiction","Live Action",116.389261
"Biloxi Blues","Comedy","Historical Fiction","Live Action",82.847423
"The Last King of Scotland","Drama","Dramatization","Live Action",21.64215
"The Black Dahlia","Thriller/Suspense","Historical Fiction","Live Action",28.809515
"Bugsy","Drama","Historical Fiction","Live Action",85.372468
"Danny the Dog","Action","Contemporary Fiction","Live Action",32.018698
"Arthur et la vengeance de Maltazard","Adventure","Fantasy","Animation/Live Action",0.366397
"Death at a Funeral","Comedy","Contemporary Fiction","Live Action",45.339453
"Alpha and Omega 3D","Adventure","Kids Fiction","Digital Animation",26.634704
"The Negotiator","Action","Contemporary Fiction","Live Action",79.388404
"Her","Drama","Science Fiction","Live Action",26.209207
"The Rescuers","Adventure","Kids Fiction","Hand Animation",183.07254
"When a Man Loves a Woman","Drama","Contemporary Fiction","Live Action",99.672839
"The Avengers","Action","Contemporary Fiction","Live Action",41.734737
"Fat Albert","Comedy","Contemporary Fiction","Live Action",64.228124
"9","Adventure","Fantasy","Digital Animation",35.43288
"Parker","Thriller/Suspense","Contemporary Fiction","Live Action",18.136685
"Les petits mouchoirs","Comedy","Contemporary Fiction","Live Action",0.216088
"Magnolia","Drama","Contemporary Fiction","Live Action",34.936062
"Charlie St. Cloud","Drama","Contemporary Fiction","Live Action",33.058361
"The Big Wedding","Romantic Comedy","Contemporary Fiction","Live Action",22.463456
"The Last Stand","Action","Contemporary Fiction","Live Action",12.406022
"She's Out of My League","Romantic Comedy","Contemporary Fiction","Live Action",33.552467
"Red Dawn","Action","Contemporary Fiction","Live Action",47.094223
"G.I. Jane","Drama","Contemporary Fiction","Live Action",87.81157
"The Preacher's Wife","Drama","Fantasy","Live Action",89.65913
"Single White Female","Thriller/Suspense","Contemporary Fiction","Live Action",96.844733
"Scott Pilgrim vs. The World","Comedy","Contemporary Fiction","Live Action",33.442101
"Aeon Flux","Action","Science Fiction","Live Action",33.741094
"The Natural","Drama","Historical Fiction","Live Action",119.451802
"The Blue Lagoon","Drama","Historical Fiction","Live Action",149.116045
"High Fidelity","Comedy","Contemporary Fiction","Live Action",42.357875
"Secondhand Lions","Drama","Historical Fiction","Live Action",58.331426
"A Lot Like Love","Comedy","Contemporary Fiction","Live Action",28.512564
"Trouble with the Curve","Drama","Contemporary Fiction","Live Action",37.605205
"Arthur","Comedy","Contemporary Fiction","Live Action",34.868382
"Shutter","Horror","Contemporary Fiction","Live Action",30.225903
"Book of Shadows: Blair Witch 2","Horror","Contemporary Fiction","Live Action",41.02902
"The Dead End","Thriller/Suspense","Contemporary Fiction","Live Action",0
"Texas Chainsaw 3D","Horror","Contemporary Fiction","Live Action",35.83382
"The World's End","Comedy","Science Fiction","Live Action",26.772516
"George A. Romero's Land of the Dead","Horror","Science Fiction","Live Action",26.68207
"An American Tail","Adventure","Kids Fiction","Hand Animation",83.91567
"The Rescuers Down Under","Adventure","Kids Fiction","Hand Animation",27.931461
"Crazy Heart","Drama","Contemporary Fiction","Live Action",41.903903
"Man on the Moon","Drama","Dramatization","Live Action",56.029818
"Tightrope","Thriller/Suspense","Contemporary Fiction","Live Action",118.057302
"Hard To Kill","Action","Contemporary Fiction","Live Action",82.877488
"Almost Famous","Comedy","Dramatization","Live Action",50.459499
"Walking Tall","Action","Contemporary Fiction","Live Action",62.288201
"CJ7","Comedy","Kids Fiction","Animation/Live Action",0.24093
"Darkness Falls","Horror","Fantasy","Live Action",45.167023
"The Watcher","Thriller/Suspense","Contemporary Fiction","Live Action",44.921154
"Soul Surfer","Drama","Dramatization","Live Action",46.286652
"The Toy","Comedy","Contemporary Fiction","Live Action",130.988583
"The Fantastic Mr. Fox","Adventure","Kids Fiction","Stop-Motion Animation",23.335568
"The Wedding Date","Romantic Comedy","Contemporary Fiction","Live Action",41.243208
"Dabangg","Drama","Contemporary Fiction","Live Action",1.366938
"The Place Beyond the Pines","Drama","Contemporary Fiction","Live Action",22.035356
"Xiong Chumo Zhi Xueling Xiongfeng","Comedy","Kids Fiction","Digital Animation",0
"See No Evil, Hear No Evil","Comedy","Contemporary Fiction","Live Action",85.875279
"Chef","Comedy","Contemporary Fiction","Live Action",32.193255
"Deck the Halls","Comedy","Contemporary Fiction","Live Action",44.82818
"Death at a Funeral","Comedy","Contemporary Fiction","Live Action",10.438654
"Fortress","Action","Science Fiction","Live Action",8.169262
"Get Rich or Die Tryin'","Drama","Contemporary Fiction","Live Action",40.450687
"The Wrestler","Drama","Contemporary Fiction","Live Action",29.347748
"Colors","Action","Contemporary Fiction","Live Action",84.96454
"Look Who's Talking Too","Comedy","Contemporary Fiction","Live Action",72.860122
"The Debt","Thriller/Suspense","Historical Fiction","Live Action",32.907442
"Bangkok Dangerous","Action","Contemporary Fiction","Live Action",17.812105
"The Rocketeer","Action","Science Fiction","Live Action",72.448644
"The Brady Bunch Movie","Comedy","Historical Fiction","Live Action",89.535371
"How the West Was Won","Western","Historical Fiction","Live Action",457.888232
"Machete","Action","Contemporary Fiction","Live Action",28.211503
"The Nativity Story","Drama","Dramatization","Live Action",48.002812
"Miracle on 34th Street","Drama","Contemporary Fiction","Live Action",35.212105
"Des Hommes et Des Dieux","Drama","Dramatization","Live Action",4.174069
"Goodfellas","Drama","Dramatization","Live Action",91.816607
"Under the Sea 3D","Documentary","Factual","Live Action",37.804829
"Entourage","Comedy","Contemporary Fiction","Live Action",32.363404
"Legal Eagles","Comedy","Contemporary Fiction","Live Action",104.252803
"The Enforcer","Action","Contemporary Fiction","Live Action",181.54648
"The Paper","Comedy","Contemporary Fiction","Live Action",75.052007
"Torque","Action","Contemporary Fiction","Live Action",28.542001
"The Big Lebowski","Comedy","Contemporary Fiction","Live Action",31.122774
"Napoleon Dynamite","Comedy","Contemporary Fiction","Live Action",60.027999
"Deliverance","Thriller/Suspense","Contemporary Fiction","Live Action",227.084771
"For Love of the Game","Drama","Contemporary Fiction","Live Action",57.944773
"One Fine Day","Romantic Comedy","Contemporary Fiction","Live Action",85.450669
"A Walk to Remember","Drama","Contemporary Fiction","Live Action",59.392524
"Malice","Thriller/Suspense","Contemporary Fiction","Live Action",81.689141
"The Nanny Diaries","Comedy","Contemporary Fiction","Live Action",31.541608
"Mr. Brooks","Thriller/Suspense","Contemporary Fiction","Live Action",34.643304
"Zan men jie hun ba","Romantic Comedy","Contemporary Fiction","Live Action",0.461996
"The Breakfast Club","Comedy","Contemporary Fiction","Live Action",89.880793
"Greystoke: The Legend of Tarzan, Lord of the Apes","Adventure","Historical Fiction","Live Action",114.236957
"The Rainmaker","Drama","Contemporary Fiction","Live Action",83.565134
"Brewster's Millions","Comedy","Contemporary Fiction","Live Action",85.078732
"Firefox","Action","Science Fiction","Live Action",130.34914
"Addams Family Values","Comedy","Fantasy","Live Action",92.495146
"Man on a Ledge","Thriller/Suspense","Contemporary Fiction","Live Action",19.579062
"RoboCop 2","Action","Science Fiction","Live Action",64.699439
"Hot Pursuit","Comedy","Contemporary Fiction","Live Action",34.580201
"You yi ge di fang zhi you wo men zhi dao","Drama","Contemporary Fiction","Live Action",0.482013
"New Jack City","Action","Contemporary Fiction","Live Action",90.726565
"Dancer in the Dark","Musical","Contemporary Fiction","Live Action",6.456066
"Fletch","Comedy","Contemporary Fiction","Live Action",107.251489
"The Last House on the Left","Horror","Contemporary Fiction","Live Action",36.551472
"Kokowaah","Comedy","Contemporary Fiction","Live Action",0
"Hero","Drama","Contemporary Fiction","Live Action",0.084961
"Thelma & Louise","Action","Contemporary Fiction","Live Action",64.62754
"Keeping the Faith","Romantic Comedy","Contemporary Fiction","Live Action",57.512932
"Wei ai zhi jian ru jia jing","Comedy","Contemporary Fiction","Live Action",0.277625
"Good Boy!","Comedy","Kids Fiction","Live Action",52.267026
"Eunmilhage Widaehage","Adventure","Contemporary Fiction","Live Action",0
"Lon","Thriller/Suspense","Contemporary Fiction","Live Action",39.405767
"Wayne's World 2","Comedy","Contemporary Fiction","Live Action",91.665269
"The Duchess","Drama","Dramatization","Live Action",16.144282
"Deuce Bigalow: European Gigolo","Comedy","Contemporary Fiction","Live Action",29.07235
"Brothers","Drama","Historical Fiction","Live Action",31.792985
"The Hunted","Action","Contemporary Fiction","Live Action",47.51885
"Full Metal Jacket","Drama","Historical Fiction","Live Action",96.36417
"Notorious","Drama","Dramatization","Live Action",41.11755
"Convoy","Action","Contemporary Fiction","Live Action",160.961537
"Medicine Man","Drama","Contemporary Fiction","Live Action",75.086768
"Scarface","Drama","Historical Fiction","Live Action",111.224963
"D2: The Mighty Ducks","Comedy","Contemporary Fiction","Live Action",91.970949
"Lakeview Terrace","Thriller/Suspense","Contemporary Fiction","Live Action",45.770968
"A Nightmare On Elm Street 3: Dream Warriors","Horror","Fantasy","Live Action",80.87674
"Cobra","Action","Contemporary Fiction","Live Action",101.003226
"Young Guns","Western","Historical Fiction","Live Action",78.789907
"Malcolm X","Drama","Dramatization","Live Action",90.16965
"Neuk-dae-so-nyeon","Drama","Fantasy","Live Action",0.360488
"Magnum Force","Action","Contemporary Fiction","Live Action",211.285626
"Meet Joe Black","Drama","Fantasy","Live Action",79.460796
"McFarland, USA","Drama","Dramatization","Live Action",44.480275
"The Gift","Thriller/Suspense","Contemporary Fiction","Live Action",17.740993
"Ra. One","Action","Science Fiction","Live Action",2.648368
"The Odd Couple","Comedy","Contemporary Fiction","Live Action",284.498434
"One Missed Call","Horror","Fantasy","Live Action",31.346746
"The Good Son","Thriller/Suspense","Contemporary Fiction","Live Action",76.944958
"Recess: School's Out","Comedy","Kids Fiction","Live Action",54.267121
"Push","Thriller/Suspense","Science Fiction","Live Action",35.501665
